المنتج,سعر المنتج,صورة المنتج,رابط المنتج,المنافس,__المنافس__,__صف_الملف__,__سبب_التلف__
عينة شانيل كورومانديل او دو بارفيوم 1.5مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3ddfc231-17d1-4e81-b83d-7d9b8a5ec98a-500x374.5-64NglK1EGIezNo0AwlJEQoewHSE7FoAYN10hXOGs.jpg",https://mahally.com/products/1891860617/762852070/?queryID=dbfa8a3ccd008f7b2bfd744857474444&position=711&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,724,عينة_أو_مرفوض
عينة ديور هوم انتنس او دو بارفيوم 1مل,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/36f713d4-9421-4fe8-b329-e38f078cdd6e-500x500-6LpzyOXkbE2N4emGBFQUenjH3sZkXOIDcW99npQ8.jpg",https://mahally.com/products/1891860617/103274722/?queryID=dbfa8a3ccd008f7b2bfd744857474444&position=732&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,745,عينة_أو_مرفوض
عينة زيرجوف ايربا بورا او دو بارفيوم 2مل,17.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/790cce5a-052d-403f-9006-88b53981c33d-500x500-ctAtQtGkmKXMtwUV9BfvMrhiDevf7HEhtmVeaCV6.jpg",https://mahally.com/products/1891860617/609480632/?queryID=dbfa8a3ccd008f7b2bfd744857474444&position=754&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,767,عينة_أو_مرفوض
عينة فالنتينو اومو بورن ان روما يالو دريم او دو تواليت 15مل(بخاخ),69.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3ff2b8c9-6d9a-403f-83b5-50174197f350-500x500-IebWBID5phD16rrUii6dhhgWqEV8ckK92E8qbrQz.jpg",https://mahally.com/products/1891860617/417817190/?queryID=2375aba0aa506018d05fb8e4e8f37d0a&position=805&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,818,عينة_أو_مرفوض
عينه باراديس ديس سينس زانادو اودي برفيوم15مل,74.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c46e0d1e-c958-4d81-a1a4-6729eb7ef08f-500x496.5-EgxkMVEWm1x6HSlAOFdyv9QWp6hHeMLFsbHHjxzo.jpg",https://mahally.com/products/1891860617/293552559/?queryID=96a99530befa15e1b8ea82c3f9d4d56e&position=904&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,917,عينة_أو_مرفوض
عينة توم فورد عنبر ليذر 4مل سكب,57.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/42e2c206-b04e-41f9-9e8e-df7c5b86aae1-500x375.69444444444-ybTzwiIi83BsSUk3UkGGNZNuupy1XQHqZi99LJPx.jpg",https://mahally.com/products/1891860617/1491497251/?queryID=96a99530befa15e1b8ea82c3f9d4d56e&position=921&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,934,عينة_أو_مرفوض
عينة عطر نسائي بربري قولد او دو برفيوم انتنس 5مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/267de308-e6d8-4c88-ae9c-f01c38fab2f2-500x500-ehUt63ZjXP34qafEm268h6jOpt5T2l23z1PNsCcX.jpg",https://mahally.com/products/1891860617/871975354/?queryID=96a99530befa15e1b8ea82c3f9d4d56e&position=931&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,944,عينة_أو_مرفوض
عينة دولتشي اند غابانا كيه او دي بارفان انتينس 5 مل,27.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/875f8715-7a89-4b45-95bd-aa97f9746c41-500x500-BYWslorLnRcSoMy4UKdrMlre8lI7TTkFgLrUt1Cc.jpg",https://mahally.com/products/1891860617/1544557925/?queryID=96a99530befa15e1b8ea82c3f9d4d56e&position=949&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,962,عينة_أو_مرفوض
عينة عطر هيبيونتك بويزن ديور - 1مل,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/61266566-acb7-4543-b4e3-b6aa73adf41e-440.74923547401x500-4eHXICPbetm1ajsFyIuNJegsvgQkkrLMuInXgNCF.jpg",https://mahally.com/products/1891860617/1649802170/?queryID=96a99530befa15e1b8ea82c3f9d4d56e&position=951&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,964,عينة_أو_مرفوض
عينة لويس فيتون ايماجينيشن او دو بارفيوم - 2مل,27.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/49c046f2-ef44-41c2-9aee-aeeb61c8d6b7-426x500-5NbeduLuLiTBn3LneXpKo7yjSvJkHAMIoqwJ9vgB.jpg",https://mahally.com/products/1891860617/466223546/?queryID=96a99530befa15e1b8ea82c3f9d4d56e&position=967&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,980,عينة_أو_مرفوض
